	f6hyper_in_lamina	f6hypo_in_lamina	f8hyper_in_lamina	f8hypo_in_lamina	fibroblasts_f6_hyper	fibroblasts_f6_hypo	fibroblasts_f8_hyper	fibroblasts_f8_hypo	koch_senescence_hyper	koch_senescence_hyper_in_lamina	koch_senescence_hypo	koch_senescence_hypo_in_lamina
UP00136_1_Prrx2_3072.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00037_2_Zfp105_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00265_1_Pitx3_3497.2	1.0	0.999866810273	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0124.1.NKX3-1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00109_1_Obox6_3440.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999978853129	1.0
UP00043_2_Bcl6b_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.81558105719e-08	0.999999999928	0.226112258921	1.0
UP00001_1_E2F2_primary	0.999995581429	0.962541736501	1.0	0.997945532617	0.00249242245981	0.404788445342	1.0	0.150806891102	0.000284496691219	0.325669751381	0.957245883712	1.0
UP00012_2_Bbx_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00008_1_Six6_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00035_2_Hic1_secondary	1.0	1.0	1.0	1.0	1.0	0.999999995483	1.0	1.0	1.0	1.0	1.0	1.0
MA0153.1.HNF1B	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00087_1_Tcfap2c_primary	1.0	0.999885533493	1.0	1.0	1.0	0.922305278151	0.934293063936	1.0	0.00722513284725	1.0	1.0	1.0
UP00193_1_Rhox11_1765.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00097_2_Mtf1_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0060.1.NFYA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00148_1_Hdx_3845.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00163_1_En2_0952.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00041_2_Foxj1_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00134_1_Hoxb13_3479.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0031.1.FOXD1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0119.1.TLX1::NFIC	1.0	1.0	1.0	1.0	0.982070296422	1.0	1.0	1.0	1.0	1.0	0.9999990782	1.0
UP00254_1_Pou2f1_3081.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00124_1_Ipf1_3815.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00207_1_Hoxb9_3413.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00146_1_Pou6f1_1731.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0095.1.YY1	1.0	0.317850549374	0.999896738569	0.830675922456	0.727574551562	0.000120932996835	0.273757401667	0.00531572210001	1.0	1.0	1.0	1.0
MA0092.1.Hand1::Tcfe2a	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00028_2_Tcfap2e_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0102.1.Cebpa	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999987478	1.0	1.0	1.0	1.0
UP00025_2_Foxk1_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00221_1_Phox2a_3947.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0062.1.GABPA	0.999999999706	0.902378641525	0.370708686957	1.0	0.517880780586	5.2631159797e-07	0.0505596762046	0.953423291462	8.75334443051e-06	0.998327329575	0.999999999142	1.0
MA0125.1.Nobox	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00003_1_E2F3_primary	1.0	1.0	1.0	0.367373054451	0.0558471641758	0.0816469332077	0.999999999489	0.0269603452119	9.44805706468e-05	0.325669751381	0.0543952628236	1.0
UP00048_2_Rara_secondary	1.0	1.0	1.0	1.0	1.0	0.999961526876	0.999999999505	1.0	1.0	1.0	1.0	1.0
UP00137_1_Hoxb3_1720.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0030.1.FOXF2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0089.1.NFE2L1::MafG	1.0	1.0	0.999999781943	1.0	1.0	1.0	0.895271052523	1.0	1.0	1.0	1.0	1.0
UP00110_1_Dlx4_3488.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00256_1_Lhx6_2272.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0107.1.RELA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999885119906	1.0	1.0	1.0
UP00049_1_Sp100_primary	1.0	0.999999983777	0.999999808622	1.0	1.0	0.990869347357	1.0	1.0	0.00682003120303	0.999995710806	0.130161223144	0.418535002035
MA0002.1.RUNX1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00080_2_Gata5_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00052_1_Osr2_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0103.1.ZEB1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00077_1_Srf_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00167_1_En1_3123.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00022_1_Zfp740_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0088.1.znf143	1.0	1.0	1.0	1.0	1.0	0.999999979376	1.0	1.0	1.0	1.0	0.999999999971	1.0
UP00099_2_Ascl2_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999978	0.403584277304	1.0	0.999845779859	1.0
MA0042.1.FOXI1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00082_1_Zfp187_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00117_1_Hoxd11_3873.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999278682036	1.0	0.00484788615941	0.00851754593945
UP00116_1_Rhox6_4251.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0135.1.Lhx3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00196_1_Hoxa4_3426.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00189_1_Hoxa5_3415.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00032_2_Gata3_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00057_1_Zic2_primary	1.0	0.617913944851	0.999999999613	1.0	0.0143183259635	0.000364528887375	0.208807246581	1.0	0.277622791403	1.0	0.0173235203245	0.833770956612
UP00017_1_Nkx3-1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00033_1_Zfp410_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00026_2_Zscan4_secondary	1.0	1.0	1.0	1.0	1.0	1.0	0.999897013275	1.0	1.0	1.0	1.0	1.0
MA0083.1.SRF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00024_2_Glis2_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0029.1.Evi1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00056_1_Rfx4_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00078_2_Arid3a_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00065_2_Zfp161_secondary	0.00189492536266	0.00461777604219	1.0	1.49940201688e-06	0.0	0.000395701852755	0.999999881932	0.0	0.000652209600472	1.0	0.999999233137	1.0
UP00153_1_Pitx1_2312.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00064_2_Sox18_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00016_1_Sry_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00198_1_Cphx_3484.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0147.1.Myc	1.0	0.999996387514	0.991633594447	0.10570146994	0.997027009938	0.00137767428033	0.00158017188532	0.0405536197906	0.475678867635	1.0	5.88418203051e-13	7.05708371962e-07
UP00014_1_Sox17_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00164_2_Hoxa7_3750.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0040.1.Foxq1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00154_1_Dlx3_1030.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00242_1_Hoxc8_3429.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0117.1.Mafb	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00019_1_Zbtb12_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00118_1_Pou4f3_2791.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0138.1.REST	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999992116283	0.999999366173	1.0	0.0987335164662	0.600162621123
UP00175_1_Lhx9_3492.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0130.1.ZNF354C	1.0	3.28420624029e-11	0.693412774723	0.999999999998	0.0617371182133	0.0	2.4538305653e-06	0.20896601695	1.0	1.0	0.00331530149724	0.924909229144
UP00172_1_Prop1_3949.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00060_1_Max_primary	1.0	0.999997577683	1.0	1.0	0.99687065105	0.307482197866	0.0836019388894	0.365538711827	0.277622791403	1.0	0.0	3.26737397927e-06
UP00067_2_Lef1_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00260_1_Hoxc6_3954.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00005_2_Tcfap2a_secondary	1.0	1.0	1.0	0.00193676062553	1.0	0.658755252028	1.0	0.318241334709	1.0	1.0	1.0	1.0
UP00232_1_Dobox4_3956.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00149_1_Phox2b_3948.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00229_1_Otx1_2325.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00219_2_Cutl1_3494.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00032_1_Gata3_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
IRF8_IECS_HAND_KANO	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00082_2_Zfp187_secondary	1.0	1.0	1.0	1.0	1.0	1.0	0.999999999356	1.0	1.0	1.0	1.0	0.989864453123
UP00158_1_Pou1f1_3818.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0112.2.ESR1	1.0	1.0	1.0	1.0	0.283724718648	1.0	1.0	0.99999958364	1.0	1.0	1.0	1.0
MA0050.1.IRF1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00061_1_Foxl1_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0033.1.FOXL1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00088_2_Plagl1_secondary	1.0	1.0	1.0	0.999999999999	1.0	1.0	1.0	0.99999999999	1.0	1.0	1.0	1.0
UP00102_2_Zic1_secondary	1.0	1.0	1.0	0.990768400616	1.0	0.999998258991	1.0	1.0	1.0	1.0	1.0	1.0
UP00210_1_Mrg2_2302.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00016_2_Sry_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0062.2.GABPA	1.0	0.408636235054	0.000813300149119	1.0	0.00743712213578	0.00104668668979	0.00193849089384	0.654560738729	0.129717965871	1.0	0.130161223144	1.0
UP00083_1_Tcf7l2_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00245_1_Hoxc10_2779.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999993047348	0.999999999991
UP00031_1_Zbtb3_primary	1.0	0.998137826516	1.0	0.0167007488641	0.00122511775005	0.973129225011	1.0	0.0015419899279	1.0	1.0	1.0	1.0
UP00018_2_Irf4_secondary	1.0	1.0	1.0	1.0	1.0	1.0	0.999995382032	1.0	0.0422651353724	0.98740134392	0.277514750528	0.949144657808
UP00006_1_Zic3_primary	1.0	0.502481678857	0.999999999613	1.0	0.0693735332845	0.000364528887375	0.147293235795	1.0	0.600372839945	1.0	0.025700802209	0.833770956612
UP00093_1_Klf7_primary	1.0	1.0	1.0	1.0	0.97611202048	0.34326580141	1.0	1.0	0.00288107210017	1.0	0.0397309706894	0.725308587619
MA0145.1.Tcfcp2l1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0143.1.Sox2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0043.1.HLF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0102.2.CEBPA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00128_1_Pou3f2_2824.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00208_2_Obox5_3963.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00074_2_Isgf3g_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00042_1_Gm397_primary	1.0	1.0	1.0	1.0	1.0	0.00490919037557	0.153877362414	1.0	1.0	1.0	1.0	1.0
UP00408_2_Gabpa_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MA0076.1.ELK4	0.968599747871	0.330491696059	9.15757761909e-05	0.999956448055	1.59873397398e-06	1.96748173309e-11	2.72779904459e-05	2.44806994676e-08	0.00265251013696	0.999999999928	0.949038751139	0.962358161573
MA0139.1.CTCF	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00031_2_Zbtb3_secondary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00143_1_Dobox5_3493.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00092_1_Myb_primary	1.0	1.0	1.0	1.0	0.999999999466	1.0	1.0	1.0	0.981797052951	1.0	2.65964986604e-05	0.322333075456
UP00039_1_Foxj3_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00015_1_Ehf_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999999692032	0.999999366173	0.999995710806	0.959618195845	1.0
UP00017_3_Nkx3-1_2923.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00209_1_Cart1_0997.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00042_2_Gm397_secondary	0.999999995845	4.15001366605e-13	0.14945738204	0.999999999943	0.999999223239	0.0	6.74395372435e-07	0.999999999999	1.0	1.0	1.0	1.0
UP00139_1_Nkx1-2_3214.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
UP00091_1_Sox5_primary	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
